F,n,x0,force_x,force_y,abs(force),max_height
1,2.8,0.1,2.02471,-0.190781,2.03368,1.48213
0.05,2.9,0.1,15.3595,-1.25831,15.4109,4.27176
0.1,2.9,0.1,8.94007,-0.759663,8.97229,3.23242
0.25,2.9,0.1,4.60563,-0.409247,4.62377,2.28887
0.5,2.9,0.1,2.95282,-0.2705,2.96518,1.81129
1,2.9,0.1,2.02593,-0.190483,2.03486,1.48247
0.05,3,0.1,15.4253,-1.25613,15.4764,4.27949
0.1,3,0.1,8.96437,-0.757915,8.99635,3.23624
0.25,3,0.1,4.61263,-0.408339,4.63067,2.29035
0.5,3,0.1,2.95563,-0.269994,2.96794,1.812
1,3,0.1,2.02708,-0.190207,2.03598,1.48279
0.05,3.1,0.1,15.4856,-1.25086,15.536,4.28708
0.1,3.1,0.1,8.98665,-0.754645,9.01828,3.23966
0.25,3.1,0.1,4.61906,-0.406844,4.63694,2.2915
0.5,3.1,0.1,2.95822,-0.269199,2.97045,1.81251
1,3.1,0.1,2.02814,-0.189786,2.037,1.48302
0.05,3.2,0.1,15.5418,-1.24752,15.5918,4.29188
0.1,3.2,0.1,9.00737,-0.75239,9.03874,3.2418
0.25,3.2,0.1,4.62498,-0.405751,4.64275,2.29237
0.5,3.2,0.1,2.96059,-0.268604,2.97275,1.81298
1,3.2,0.1,2.0291,-0.189465,2.03793,1.48326
0.05,3.3,0.1,15.5983,-1.24463,15.6479,4.29667
0.1,3.3,0.1,9.02868,-0.750438,9.05982,3.24405
0.25,3.3,0.1,4.63116,-0.40479,4.64882,2.2933
0.5,3.3,0.1,2.96308,-0.268078,2.97518,1.81346
1,3.3,0.1,2.03013,-0.189181,2.03892,1.48349
0.05,3.4,0.1,15.6495,-1.2413,15.6986,4.30172
0.1,3.4,0.1,9.04729,-0.748241,9.07818,3.24634
0.25,3.4,0.1,4.63646,-0.40375,4.654,2.29418
0.5,3.4,0.1,2.96519,-0.267518,2.97724,1.81392
1,3.4,0.1,2.03098,-0.188881,2.03974,1.48371
0.05,3.5,0.1,15.732,-1.24321,15.781,4.31055
0.1,3.5,0.1,9.07865,-0.74847,9.10945,3.25055
0.25,3.5,0.1,4.64581,-0.403591,4.66331,2.29587
0.5,3.5,0.1,2.96912,-0.267382,2.98113,1.81478
1,3.5,0.1,2.03268,-0.188794,2.04143,1.48416
0.05,3.6,0.1,15.7621,-1.23745,15.8106,4.31384
0.1,3.6,0.1,9.08921,-0.745293,9.11972,3.25195
0.25,3.6,0.1,4.64867,-0.40224,4.66604,2.29636
0.5,3.6,0.1,2.97018,-0.266682,2.98212,1.81498
1,3.6,0.1,2.03306,-0.188428,2.04178,1.48423
0.05,3.7,0.1,15.8116,-1.23502,15.8597,4.31818
0.1,3.7,0.1,9.10744,-0.743629,9.13775,3.25389
0.25,3.7,0.1,4.65389,-0.401424,4.67117,2.29707
0.5,3.7,0.1,2.97227,-0.266236,2.98417,1.81531
1,3.7,0.1,2.03392,-0.188188,2.04261,1.48438
0.05,3.8,0.1,15.8341,-1.22667,15.8816,4.31915
0.1,3.8,0.1,9.11435,-0.739135,9.14427,3.25407
0.25,3.8,0.1,4.65531,-0.399543,4.67243,2.297
0.5,3.8,0.1,2.97262,-0.265267,2.98443,1.81521
1,3.8,0.1,2.03394,-0.187683,2.04258,1.48427
0.05,3.9,0.1,15.8783,-1.22394,15.9254,4.32289
0.1,3.9,0.1,9.13011,-0.737297,9.15983,3.25566
0.25,3.9,0.1,4.65975,-0.39867,4.67677,2.29756
0.5,3.9,0.1,2.97438,-0.264796,2.98614,1.81547
1,3.9,0.1,2.03465,-0.18743,2.04326,1.48438
0.05,4,0.1,15.9206,-1.22113,15.9674,4.32662
0.1,4,0.1,9.14572,-0.735539,9.17525,3.25733
0.25,4,0.1,4.66419,-0.397844,4.68113,2.29817
0.5,4,0.1,2.97616,-0.264352,2.98787,1.81575
1,4,0.1,2.03537,-0.187193,2.04396,1.48451
0.05,0,0.2,13.9157,-0.668569,13.9318,4.06254
0.1,0,0.2,8.37825,-0.533199,8.3952,3.12581
0.25,0,0.2,4.49322,-0.395489,4.51059,2.25528
0.5,0,0.2,2.95701,-0.318492,2.97412,1.80653
1,0,0.2,2.06555,-0.262985,2.08223,1.49161
0.05,0.1,0.2,11.1943,-1.37721,11.2787,3.77023
0.1,0.1,0.2,7.04466,-0.947473,7.10809,2.93669
0.25,0.1,0.2,3.98416,-0.591473,4.02782,2.1563
0.5,0.1,0.2,2.70843,-0.427633,2.74198,1.74854
1,0.1,0.2,1.9406,-0.323486,1.96738,1.45833
0.05,0.2,0.2,10.3105,-1.69634,10.4491,3.55804
0.1,0.2,0.2,6.6769,-1.13756,6.77311,2.81256
0.25,0.2,0.2,3.8703,-0.680974,3.92975,2.10062
0.5,0.2,0.2,2.65771,-0.476723,2.70013,1.71909
1,0.2,0.2,1.91552,-0.350262,1.94728,1.44262
0.05,0.3,0.2,10.0758,-1.90816,10.2549,3.38871
0.1,0.3,0.2,6.62347,-1.26316,6.74284,2.72066
0.25,0.3,0.2,3.86983,-0.738861,3.93974,2.06916
0.5,0.3,0.2,2.65924,-0.507902,2.70731,1.70504
1,0.3,0.2,1.91528,-0.36702,1.95013,1.43563
0.05,0.4,0.2,10.1503,-2.05625,10.3565,3.35333
0.1,0.4,0.2,6.70819,-1.35011,6.8427,2.73696
0.25,0.4,0.2,3.91364,-0.777962,3.99022,2.08407
0.5,0.4,0.2,2.6798,-0.528605,2.73144,1.7129
1,0.4,0.2,1.92375,-0.378011,1.96054,1.43909
0.05,0.5,0.2,10.374,-2.16301,10.5971,3.44895
0.1,0.5,0.2,6.85431,-1.41211,6.99826,2.79567
0.25,0.5,0.2,3.97479,-0.805128,4.05551,2.11048
0.5,0.5,0.2,2.70741,-0.542759,2.76128,1.72592
1,0.5,0.2,1.93544,-0.385447,1.97345,1.445
0.05,0.6,0.2,10.6654,-2.24053,10.8982,3.54765
0.1,0.6,0.2,7.02332,-1.45645,7.17275,2.85531
0.25,0.6,0.2,4.04029,-0.823976,4.12345,2.13688
0.5,0.6,0.2,2.73635,-0.552402,2.79155,1.73919
1,0.6,0.2,1.94769,-0.390457,1.98644,1.45122
0.05,0.7,0.2,10.9884,-2.2976,11.226,3.63581
0.1,0.7,0.2,7.19972,-1.48855,7.35199,2.90831
0.25,0.7,0.2,4.10563,-0.837127,4.1901,2.16079
0.5,0.7,0.2,2.76485,-0.558991,2.82079,1.75128
1,0.7,0.2,1.95976,-0.393837,1.99894,1.45699
0.05,0.8,0.2,11.3196,-2.33968,11.5589,3.71361
0.1,0.8,0.2,7.37396,-1.51174,7.52732,2.95481
0.25,0.8,0.2,4.16814,-0.846196,4.25316,2.18171
0.5,0.8,0.2,2.79183,-0.563412,2.84811,1.76197
1,0.8,0.2,1.97117,-0.396067,2.01057,1.46218
0.05,0.9,0.2,11.6462,-2.37035,11.885,3.78151
0.1,0.9,0.2,7.54061,-1.52816,7.69389,2.99525
0.25,0.9,0.2,4.22637,-0.852218,4.31144,2.19991
0.5,0.9,0.2,2.81673,-0.566233,2.87308,1.77128
1,0.9,0.2,1.98166,-0.397457,2.02113,1.46675
0.05,1,0.2,11.9632,-2.39264,12.2001,3.84178
0.1,1,0.2,7.69792,-1.53958,7.85037,3.03087
0.25,1,0.2,4.28007,-0.856015,4.36484,2.21578
0.5,1,0.2,2.83948,-0.567897,2.89572,1.7794
1,1,0.2,1.99121,-0.398241,2.03064,1.47072
0.05,1.1,0.2,12.2631,-2.40765,12.4972,3.89458
0.1,1.1,0.2,7.84432,-1.54701,7.99541,3.06194
0.25,1.1,0.2,4.32928,-0.858142,4.41351,2.22958
0.5,1.1,0.2,2.86023,-0.568717,2.91622,1.78651
1,1.1,0.2,1.9999,-0.398593,2.03923,1.47419
0.05,1.2,0.2,12.5584,-2.41961,12.7893,3.94297
0.1,1.2,0.2,7.98515,-1.55243,8.13466,3.09051
0.25,1.2,0.2,4.37573,-0.859332,4.45931,2.2421
0.5,1.2,0.2,2.87969,-0.569043,2.93537,1.7928
1,1.2,0.2,2.00803,-0.398682,2.04722,1.47732
0.05,1.3,0.2,12.8401,-2.42804,13.0676,3.98738
0.1,1.3,0.2,8.11708,-1.55585,8.26484,3.1155
0.25,1.3,0.2,4.41861,-0.859703,4.50147,2.25296
0.5,1.3,0.2,2.89756,-0.568961,2.95289,1.79839
1,1.3,0.2,2.01548,-0.398565,2.05451,1.48006
0.05,1.4,0.2,13.1119,-2.43449,13.336,4.02687
0.1,1.4,0.2,8.24291,-1.55826,8.3889,3.1388
0.25,1.4,0.2,4.45906,-0.859672,4.54117,2.26305
0.5,1.4,0.2,2.91436,-0.568681,2.96933,1.80356
1,1.4,0.2,2.02248,-0.398346,2.06134,1.48258
0.05,1.5,0.2,13.3698,-2.44021,13.5907,4.06372
0.1,1.5,0.2,8.35999,-1.56006,8.5043,3.15906
0.25,1.5,0.2,4.49614,-0.859374,4.57753,2.27167
0.5,1.5,0.2,2.92968,-0.568269,2.98428,1.80798
1,1.5,0.2,2.02884,-0.398059,2.06752,1.48478
0.05,1.6,0.2,13.6191,-2.44476,13.8368,4.09835
0.1,1.6,0.2,8.47286,-1.5616,8.61556,3.17826
0.25,1.6,0.2,4.53177,-0.859052,4.61247,2.28013
0.5,1.6,0.2,2.9444,-0.567859,2.99866,1.81213
1,1.6,0.2,2.03497,-0.397776,2.07348,1.48687
0.05,1.7,0.2,13.8632,-2.4497,14.0779,4.13096
0.1,1.7,0.2,8.58241,-1.5634,8.72365,3.19676
0.25,1.7,0.2,4.56613,-0.858871,4.6462,2.28788
0.5,1.7,0.2,2.95859,-0.567529,3.01253,1.81601
1,1.7,0.2,2.0409,-0.397536,2.07925,1.48876
0.05,1.8,0.2,14.0908,-2.45219,14.3026,4.16096
0.1,1.8,0.2,8.68378,-1.56413,8.82352,3.21267
0.25,1.8,0.2,4.59745,-0.858295,4.67688,2.29461
0.5,1.8,0.2,2.97141,-0.567012,3.02502,1.81953
1,1.8,0.2,2.04621,-0.397205,2.0844,1.49041
0.05,1.9,0.2,14.3081,-2.45412,14.517,4.1881
0.1,1.9,0.2,8.77927,-1.56454,8.91758,3.22826
0.25,1.9,0.2,4.62679,-0.857673,4.70561,2.30099
0.5,1.9,0.2,2.9834,-0.566493,3.03671,1.82281
1,1.9,0.2,2.05118,-0.39688,2.08922,1.49207
0.05,2,0.2,14.5177,-2.45598,14.724,4.21293
0.1,2,0.2,8.87113,-1.56513,9.00814,3.2428
0.25,2,0.2,4.65479,-0.85714,4.73305,2.30709
0.5,2,0.2,2.99481,-0.566022,3.04783,1.82586
1,2,0.2,2.05589,-0.396578,2.09379,1.49355
0.05,2.1,0.2,14.7194,-2.4579,14.9232,4.23742
0.1,2.1,0.2,8.95842,-1.56572,9.09421,3.25663
0.25,2.1,0.2,4.68115,-0.85664,4.75889,2.31261
0.5,2.1,0.2,3.00549,-0.565574,3.05825,1.82854
1,2.1,0.2,2.06029,-0.39629,2.09806,1.49483
0.05,2.2,0.2,14.9152,-2.4607,15.1169,4.26203
0.1,2.2,0.2,9.04339,-1.56698,9.17814,3.26875
0.25,2.2,0.2,4.70683,-0.856442,4.78411,2.31783
0.5,2.2,0.2,3.01594,-0.565283,3.06846,1.83119
1,2.2,0.2,2.06462,-0.396082,2.10227,1.49612
0.05,2.3,0.2,15.0992,-2.46219,15.2987,4.28337
0.1,2.3,0.2,9.12359,-1.56793,9.25734,3.28078
0.25,2.3,0.2,4.73097,-0.856218,4.80782,2.32304
0.5,2.3,0.2,3.02572,-0.564997,3.07802,1.83371
1,2.3,0.2,2.06866,-0.395882,2.1062,1.49732
0.05,2.4,0.2,15.2679,-2.46024,15.4648,4.30346
0.1,2.4,0.2,9.19588,-1.56688,9.32842,3.29208
0.25,2.4,0.2,4.75241,-0.85521,4.82875,2.32752
0.5,2.4,0.2,3.03432,-0.564332,3.08635,1.83591
1,2.4,0.2,2.07217,-0.395494,2.10957,1.49835
0.05,2.5,0.2,15.4357,-2.45924,15.6304,4.32353
0.1,2.5,0.2,9.26745,-1.56629,9.39888,3.30252
0.25,2.5,0.2,4.77359,-0.854397,4.84945,2.3316
0.5,2.5,0.2,3.04284,-0.563771,3.09463,1.83792
1,2.5,0.2,2.07566,-0.395163,2.11294,1.49936
0.05,2.6,0.2,15.596,-2.45836,15.7886,4.34223
0.1,2.6,0.2,9.33491,-1.56566,9.4653,3.31233
0.25,2.6,0.2,4.79329,-0.853565,4.8687,2.33536
0.5,2.6,0.2,3.05069,-0.563199,3.10224,1.83979
1,2.6,0.2,2.07886,-0.394824,2.11602,1.50028
0.05,2.7,0.2,15.7423,-2.45547,15.9326,4.35921
0.1,2.7,0.2,9.39723,-1.5644,9.52655,3.32112
0.25,2.7,0.2,4.81168,-0.852639,4.88664,2.33876
0.5,2.7,0.2,3.05807,-0.562617,3.10939,1.84157
1,2.7,0.2,2.08188,-0.394492,2.11892,1.50118
0.05,2.8,0.2,15.9015,-2.45691,16.0902,4.37645
0.1,2.8,0.2,9.46659,-1.56568,9.59519,3.33123
0.25,2.8,0.2,4.83236,-0.85267,4.90701,2.34308
0.5,2.8,0.2,3.06642,-0.56248,3.11758,1.84366
1,2.8,0.2,2.08534,-0.394374,2.1223,1.50219
0.05,2.9,0.2,16.0425,-2.45544,16.2293,4.39157
0.1,2.9,0.2,9.52682,-1.56527,9.65455,3.34017
0.25,2.9,0.2,4.8501,-0.852089,4.92438,2.34667
0.5,2.9,0.2,3.07353,-0.562067,3.12451,1.84539
1,2.9,0.2,2.08826,-0.394125,2.12512,1.503
0.05,3,0.2,16.1839,-2.45503,16.369,4.40716
0.1,3,0.2,9.58797,-1.56563,9.71495,3.34938
0.25,3,0.2,4.86819,-0.851834,4.94216,2.35028
0.5,3,0.2,3.08081,-0.561811,3.13162,1.84712
1,3,0.2,2.09126,-0.393955,2.12804,1.50383
0.05,3.1,0.2,16.3034,-2.44908,16.4863,4.41986
0.1,3.1,0.2,9.6378,-1.56269,9.76367,3.35706
0.25,3.1,0.2,4.8826,-0.850354,4.95609,2.35323
0.5,3.1,0.2,3.08653,-0.560994,3.1371,1.84851
1,3.1,0.2,2.09357,-0.393518,2.13024,1.50447
0.05,3.2,0.2,16.4324,-2.44692,16.6136,4.43459
0.1,3.2,0.2,9.6923,-1.56181,9.81733,3.36432
0.25,3.2,0.2,4.89853,-0.849639,4.97167,2.35605
0.5,3.2,0.2,3.0929,-0.560529,3.14328,1.84991
1,3.2,0.2,2.09618,-0.393249,2.13275,1.50518
0.05,3.3,0.2,16.5543,-2.44464,16.7339,4.44778
0.1,3.3,0.2,9.74508,-1.56123,9.86935,3.37144
0.25,3.3,0.2,4.91409,-0.849098,4.98691,2.35894
0.5,3.3,0.2,3.09914,-0.560159,3.14936,1.8514
1,3.3,0.2,2.09876,-0.393031,2.13524,1.5059
0.05,3.4,0.2,16.6708,-2.4417,16.8487,4.46051
0.1,3.4,0.2,9.79512,-1.56021,9.9186,3.37817
0.25,3.4,0.2,4.92878,-0.848408,5.00126,2.36173
0.5,3.4,0.2,3.10502,-0.559724,3.15506,1.85282
1,3.4,0.2,2.10117,-0.392782,2.13757,1.50661
0.05,3.5,0.2,16.7828,-2.43864,16.959,4.47276
0.1,3.5,0.2,9.84325,-1.55917,9.96597,3.38475
0.25,3.5,0.2,4.94288,-0.847731,5.01505,2.36455
0.5,3.5,0.2,3.11066,-0.559301,3.16054,1.85421
1,3.5,0.2,2.10348,-0.392541,2.13979,1.50731
0.05,3.6,0.2,16.8953,-2.43669,17.0701,4.48475
0.1,3.6,0.2,9.89118,-1.55855,10.0132,3.39161
0.25,3.6,0.2,4.95685,-0.847186,5.02872,2.3673
0.5,3.6,0.2,3.11623,-0.558935,3.16596,1.85559
1,3.6,0.2,2.10577,-0.392326,2.142,1.50797
0.05,3.7,0.2,17.003,-2.43369,17.1762,4.49654
0.1,3.7,0.2,9.93727,-1.55738,10.0586,3.39787
0.25,3.7,0.2,4.97031,-0.846453,5.04187,2.36973
0.5,3.7,0.2,3.1216,-0.558484,3.17117,1.85676
1,3.7,0.2,2.10797,-0.392072,2.14412,1.50852
0.05,3.8,0.2,17.1058,-2.43009,17.2775,4.50701
0.1,3.8,0.2,9.98147,-1.55593,10.102,3.40395
0.25,3.8,0.2,4.98321,-0.845623,5.05445,2.37209
0.5,3.8,0.2,3.12675,-0.557992,3.17615,1.85789
1,3.8,0.2,2.11008,-0.391799,2.14615,1.50906
0.05,3.9,0.2,17.2049,-2.42654,17.3752,4.51787
0.1,3.9,0.2,10.0241,-1.5545,10.1439,3.40994
0.25,3.9,0.2,4.9957,-0.844832,5.06663,2.37443
0.5,3.9,0.2,3.13174,-0.557527,3.18098,1.85902
1,3.9,0.2,2.11213,-0.391542,2.14812,1.5096
0.05,4,0.2,17.2987,-2.42224,17.4674,4.52833
0.1,4,0.2,10.0644,-1.5527,10.1834,3.41571
0.25,4,0.2,5.00748,-0.843929,5.0781,2.37667
0.5,4,0.2,3.13645,-0.557015,3.18553,1.86011
1,4,0.2,2.11407,-0.391266,2.14997,1.51011
0.05,0,0.3,13.9158,-0.936672,13.9473,4.06255
0.1,0,0.3,8.37887,-0.759399,8.41322,3.12588
0.25,0,0.3,4.49925,-0.577177,4.53612,2.25634
0.5,0,0.3,2.97057,-0.472515,3.00792,1.80967
1,0,0.3,2.08377,-0.394411,2.12077,1.49691
0.05,0.1,0.3,10.6181,-1.84488,10.7771,3.7093
0.1,0.1,0.3,6.72613,-1.30044,6.85069,2.89202
0.25,0.1,0.3,3.85673,-0.840136,3.94717,2.13055
0.5,0.1,0.3,2.65735,-0.62118,2.72899,1.73563
1,0.1,0.3,1.92776,-0.477576,1.98604,1.45484
0.05,0.2,0.3,9.4535,-2.27122,9.72251,3.44247
0.1,0.2,0.3,6.20502,-1.56204,6.39861,2.72693
0.25,0.2,0.3,3.68522,-0.968292,3.81031,2.05188
0.5,0.2,0.3,2.5807,-0.692884,2.67209,1.69321
1,0.2,0.3,1.89039,-0.517119,1.95984,1.43222
0.05,0.3,0.3,9.0586,-2.55495,9.41201,3.22157
0.1,0.3,0.3,6.07235,-1.7379,6.31614,2.59725
0.25,0.3,0.3,3.6622,-1.05366,3.81076,2.00358
0.5,0.3,0.3,2.57401,-0.739901,2.67824,1.67212
1,0.3,0.3,1.8865,-0.542666,1.963,1.4221
0.05,0.4,0.3,9.02508,-2.7528,9.43557,3.1301
0.1,0.4,0.3,6.11581,-1.86171,6.39289,2.59122
