F,n,x0,force_x,force_y,abs(force),max_height
1,1,1.1,1.96219,-2.15841,2.917,1.45392
0.05,1.1,1.1,6.19114,-6.62044,9.06424,2.94307
0.1,1.1,1.1,4.58072,-4.91588,6.71929,2.47053
0.25,1.1,1.1,3.18954,-3.44687,4.69618,1.97521
0.5,1.1,1.1,2.49126,-2.71009,3.68116,1.68666
1,1.1,1.1,1.97294,-2.15929,2.9249,1.46204
0.05,1.2,1.1,6.29276,-6.52861,9.06761,2.99316
0.1,1.2,1.1,4.64888,-4.8573,6.7235,2.50785
0.25,1.2,1.1,3.2283,-3.42073,4.70354,1.99788
0.5,1.2,1.1,2.5148,-2.70107,3.69052,1.70082
1,1.2,1.1,1.98521,-2.15906,2.93302,1.46987
0.05,1.3,1.1,6.40279,-6.43935,9.0808,3.0398
0.1,1.3,1.1,4.72321,-4.79993,6.73409,2.54216
0.25,1.3,1.1,3.27064,-3.39432,4.71365,2.01906
0.5,1.3,1.1,2.5403,-2.69131,3.70085,1.71415
1,1.3,1.1,1.99847,-2.15806,2.94127,1.47738
0.05,1.4,1.1,6.51741,-6.35286,9.1014,3.08347
0.1,1.4,1.1,4.80106,-4.74414,6.7496,2.57461
0.25,1.4,1.1,3.31508,-3.36801,4.72581,2.03885
0.5,1.4,1.1,2.56689,-2.68105,3.71173,1.72669
1,1.4,1.1,2.01222,-2.15644,2.94944,1.48451
0.05,1.5,1.1,6.63511,-6.26995,9.12891,3.12435
0.1,1.5,1.1,4.88134,-4.69065,6.76976,2.60483
0.25,1.5,1.1,3.36098,-3.34242,4.74004,2.05748
0.5,1.5,1.1,2.59423,-2.67073,3.72328,1.73847
1,1.5,1.1,2.02631,-2.15448,2.95766,1.49128
0.05,1.6,1.1,6.75466,-6.19078,9.16249,3.16289
0.1,1.6,1.1,4.96306,-4.63959,6.79395,2.63324
0.25,1.6,1.1,3.40776,-3.31774,4.75608,2.07505
0.5,1.6,1.1,2.62197,-2.66053,3.73539,1.74966
1,1.6,1.1,2.04058,-2.15233,2.96589,1.49775
0.05,1.7,1.1,6.87463,-6.11493,9.2007,3.19891
0.1,1.7,1.1,5.04521,-4.59075,6.82122,2.65977
0.25,1.7,1.1,3.45475,-3.29397,4.77341,2.09163
0.5,1.7,1.1,2.64968,-2.65047,3.74777,1.76026
1,1.7,1.1,2.05477,-2.14998,2.97397,1.50393
0.05,1.8,1.1,6.99483,-6.04263,9.24343,3.23334
0.1,1.8,1.1,5.12757,-4.54427,6.85145,2.68507
0.25,1.8,1.1,3.50182,-3.27127,4.79207,2.10727
0.5,1.8,1.1,2.67734,-2.64071,3.76052,1.77028
1,1.8,1.1,2.06889,-2.14757,2.982,1.50979
0.05,1.9,1.1,7.11444,-5.9735,9.28967,3.26593
0.1,1.9,1.1,5.20954,-4.49994,6.88395,2.70892
0.25,1.9,1.1,3.54859,-3.24958,4.81168,2.12205
0.5,1.9,1.1,2.70467,-2.63124,3.77342,1.77976
1,1.9,1.1,2.08278,-2.14509,2.98988,1.51536
0.05,2,1.1,7.23192,-5.90667,9.33752,3.29657
0.1,2,1.1,5.29003,-4.45712,6.91739,2.73156
0.25,2,1.1,3.59437,-3.22857,4.83147,2.13595
0.5,2,1.1,2.73124,-2.62184,3.78599,1.78869
1,2,1.1,2.09617,-2.14241,2.9973,1.52061
0.05,2.1,1.1,7.34917,-5.84322,9.38901,3.32622
0.1,2.1,1.1,5.37033,-4.41662,6.9532,2.75308
0.25,2.1,1.1,3.63993,-3.20877,4.85235,2.14918
0.5,2.1,1.1,2.75758,-2.61296,3.79892,1.79724
1,2.1,1.1,2.10944,-2.13985,3.00478,1.52567
0.05,2.2,1.1,7.46534,-5.78259,9.44297,3.35436
0.1,2.2,1.1,5.44989,-4.37805,6.99061,2.77362
0.25,2.2,1.1,3.68494,-3.18999,4.87389,2.16184
0.5,2.2,1.1,2.78348,-2.60447,3.81195,1.80539
1,2.2,1.1,2.12244,-2.13733,3.01213,1.53052
0.05,2.3,1.1,7.58073,-5.72477,9.4995,3.38152
0.1,2.3,1.1,5.52883,-4.34137,7.02961,2.79358
0.25,2.3,1.1,3.72942,-3.17223,4.89608,2.17379
0.5,2.3,1.1,2.80895,-2.59639,3.82511,1.81328
1,2.3,1.1,2.13518,-2.1349,3.0194,1.5352
0.05,2.4,1.1,7.69419,-5.66912,9.55717,3.40738
0.1,2.4,1.1,5.60634,-4.30613,7.06921,2.8124
0.25,2.4,1.1,3.77291,-3.15521,4.91835,2.18522
0.5,2.4,1.1,2.8337,-2.58857,3.83804,1.82071
1,2.4,1.1,2.1475,-2.13243,3.02639,1.53961
0.05,2.5,1.1,7.80628,-5.61584,9.61643,3.43202
0.1,2.5,1.1,5.68284,-4.27249,7.10977,2.83041
0.25,2.5,1.1,3.81567,-3.13906,4.94095,2.19628
0.5,2.5,1.1,2.85791,-2.58111,3.85095,1.82779
1,2.5,1.1,2.15951,-2.13002,3.03323,1.54384
0.05,2.6,1.1,7.91692,-5.56462,9.67691,3.456
0.1,2.6,1.1,5.75825,-4.24027,7.15104,2.84774
0.25,2.6,1.1,3.85761,-3.12367,4.96372,2.20684
0.5,2.6,1.1,2.88153,-2.57394,3.86373,1.83457
1,2.6,1.1,2.17118,-2.12764,3.03988,1.54789
0.05,2.7,1.1,8.02593,-5.51536,9.73831,3.47878
0.1,2.7,1.1,5.83251,-4.20941,7.19287,2.8644
0.25,2.7,1.1,3.89873,-3.10901,4.98659,2.21698
0.5,2.7,1.1,2.90456,-2.56707,3.87638,1.84109
1,2.7,1.1,2.18251,-2.12529,3.04634,1.55178
0.05,2.8,1.1,8.13357,-5.46812,9.80078,3.50087
0.1,2.8,1.1,5.90561,-4.17983,7.23513,2.88035
0.25,2.8,1.1,3.93898,-3.09503,5.00947,2.2267
0.5,2.8,1.1,2.92697,-2.56047,3.88885,1.84728
1,2.8,1.1,2.19349,-2.12297,3.0526,1.55551
0.05,2.9,1.1,8.23987,-5.42274,9.86415,3.52221
0.1,2.9,1.1,5.97772,-4.15152,7.27792,2.89555
0.25,2.9,1.1,3.9785,-3.08176,5.03246,2.23604
0.5,2.9,1.1,2.94886,-2.55418,3.90124,1.85326
1,2.9,1.1,2.20418,-2.12072,3.05874,1.5591
0.05,3,1.1,8.3446,-5.379,9.92804,3.54264
0.1,3,1.1,6.04861,-4.12429,7.32089,2.91022
0.25,3,1.1,4.01715,-3.06906,5.05535,2.24501
0.5,3,1.1,2.97015,-2.54812,3.9134,1.85898
1,3,1.1,2.21454,-2.11848,3.06466,1.56253
0.05,3.1,1.1,8.4486,-5.33707,9.99316,3.56176
0.1,3.1,1.1,6.11891,-4.09829,7.36458,2.92404
0.25,3.1,1.1,4.05527,-3.05705,5.07847,2.25386
0.5,3.1,1.1,2.99107,-2.54238,3.92558,1.86442
1,3.1,1.1,2.2247,-2.11632,3.07052,1.56594
0.05,3.2,1.1,8.5505,-5.29648,10.058,3.58101
0.1,3.2,1.1,6.18763,-4.07316,7.40793,2.93766
0.25,3.2,1.1,4.09234,-3.04548,5.10119,2.2621
0.5,3.2,1.1,3.01127,-2.53677,3.93738,1.86974
1,3.2,1.1,2.23446,-2.11412,3.07609,1.56914
0.05,3.3,1.1,8.65099,-5.25725,10.1232,3.59949
0.1,3.3,1.1,6.25528,-4.04897,7.45135,2.95075
0.25,3.3,1.1,4.12862,-3.03441,5.12378,2.27006
0.5,3.3,1.1,3.03094,-2.53136,3.94897,1.87485
1,3.3,1.1,2.24393,-2.11194,3.08148,1.57221
0.05,3.4,1.1,8.75028,-5.21945,10.1887,3.61724
0.1,3.4,1.1,6.32204,-4.02578,7.49501,2.96339
0.25,3.4,1.1,4.16422,-3.02388,5.14632,2.27776
0.5,3.4,1.1,3.05015,-2.52618,3.96043,1.87981
1,3.4,1.1,2.25315,-2.10981,3.08674,1.57517
0.05,3.5,1.1,8.84828,-5.18302,10.2545,3.6345
0.1,3.5,1.1,6.38767,-4.00339,7.53853,2.97585
0.25,3.5,1.1,4.19903,-3.01378,5.16863,2.28511
0.5,3.5,1.1,3.06884,-2.52118,3.97166,1.8846
1,3.5,1.1,2.26209,-2.10768,3.09183,1.57805
0.05,3.6,1.1,8.94495,-5.14775,10.3204,3.65126
0.1,3.6,1.1,6.45239,-3.98186,7.58212,2.98788
0.25,3.6,1.1,4.23318,-3.00415,5.19083,2.29225
0.5,3.6,1.1,3.08709,-2.5164,3.98276,1.88926
1,3.6,1.1,2.2708,-2.10563,3.09681,1.58078
0.05,3.7,1.1,9.04024,-5.11361,10.3863,3.66748
0.1,3.7,1.1,6.51605,-3.96108,7.62555,2.99964
0.25,3.7,1.1,4.26657,-2.99489,5.21277,2.29913
0.5,3.7,1.1,3.10484,-2.51173,3.9936,1.89374
1,3.7,1.1,2.27924,-2.10355,3.10159,1.58345
0.05,3.8,1.1,9.13427,-5.08071,10.4522,3.68335
0.1,3.8,1.1,6.57852,-3.94097,7.66865,3.01083
0.25,3.8,1.1,4.29913,-2.98597,5.23436,2.30587
0.5,3.8,1.1,3.12205,-2.50716,4.00413,1.89803
1,3.8,1.1,2.2874,-2.10142,3.10615,1.58605
0.05,3.9,1.1,9.22739,-5.04878,10.5183,3.69908
0.1,3.9,1.1,6.64053,-3.92173,7.71211,3.02196
0.25,3.9,1.1,4.33129,-2.97753,5.25602,2.31235
0.5,3.9,1.1,3.139,-2.50284,4.01466,1.90229
1,3.9,1.1,2.29542,-2.09941,3.1107,1.58853
0.05,4,1.1,9.31879,-5.01775,10.5838,3.71407
0.1,4,1.1,6.70117,-3.90301,7.75495,3.03255
0.25,4,1.1,4.36254,-2.96934,5.27719,2.31863
0.5,4,1.1,3.15536,-2.49857,4.02482,1.90635
1,4,1.1,2.30313,-2.09733,3.11499,1.59094
0.05,0,1.2,23.5959,-3.96776,23.9272,5.31758
0.1,0,1.2,13.9467,-3.28751,14.329,4.06419
0.25,0,1.2,7.17562,-2.5827,7.62626,2.88166
0.5,0,1.2,4.50972,-2.16611,5.00296,2.25787
1,0,1.2,2.9697,-1.82512,3.48571,1.80804
0.05,0.1,1.2,13.67,-5.96111,14.9132,4.44314
0.1,0.1,1.2,8.70869,-4.49481,9.80024,3.47524
0.25,0.1,1.2,4.96761,-3.19207,5.90479,2.54062
0.5,0.1,1.2,3.38535,-2.52519,4.22341,2.04133
1,0.1,1.2,2.41552,-2.03775,3.16025,1.68012
0.05,0.2,1.2,9.71434,-6.73727,11.822,3.84898
0.1,0.2,1.2,6.5556,-4.98595,8.23624,3.06511
0.25,0.2,1.2,4.038,-3.45547,5.31467,2.30285
0.5,0.2,1.2,2.90811,-2.68849,3.96043,1.89305
1,0.2,1.2,2.17812,-2.13972,3.0533,1.59426
0.05,0.3,1.2,7.72816,-7.12123,10.5089,3.33904
0.1,0.3,1.2,5.44736,-5.23832,7.55736,2.71516
0.25,0.3,1.2,3.54844,-3.59938,5.0544,2.10365
0.5,0.3,1.2,2.65476,-2.78307,3.8462,1.77141
1,0.3,1.2,2.05111,-2.20228,3.0095,1.52518
0.05,0.4,1.2,6.69322,-7.29828,9.90273,2.89638
0.1,0.4,1.2,4.85294,-5.36157,7.2317,2.41232
0.25,0.4,1.2,3.27853,-3.67707,4.92641,1.93306
0.5,0.4,1.2,2.51382,-2.83915,3.79211,1.66859
1,0.4,1.2,1.97985,-2.24257,2.99148,1.46765
0.05,0.5,1.2,6.15913,-7.35797,9.59555,2.51875
0.1,0.5,1.2,4.53458,-5.4083,7.05777,2.15233
0.25,0.5,1.2,3.12979,-3.71429,4.85711,1.78661
0.5,0.5,1.2,2.43574,-2.87129,3.76525,1.58089
1,0.5,1.2,1.94009,-2.26883,2.98522,1.41909
0.05,0.6,1.2,5.89464,-7.34657,9.41907,2.5682
0.1,0.6,1.2,4.37188,-5.40836,6.9544,2.19286
0.25,0.6,1.2,3.05213,-3.72592,4.81643,1.8068
0.5,0.6,1.2,2.39524,-2.88792,3.75197,1.58456
1,0.6,1.2,1.91938,-2.28583,2.98481,1.41024
0.05,0.7,1.2,5.78323,-7.29319,9.30787,2.64454
0.1,0.7,1.2,4.30127,-5.37992,6.88799,2.24823
0.25,0.7,1.2,3.01821,-3.72106,4.79123,1.83836
0.5,0.7,1.2,2.37828,-2.89424,3.74604,1.60162
1,0.7,1.2,1.91075,-2.29652,2.98747,1.41635
0.05,0.8,1.2,5.76137,-7.216,9.23385,2.71406
0.1,0.8,1.2,4.28617,-5.33401,6.84272,2.29903
0.25,0.8,1.2,3.01188,-3.70545,4.77512,1.86832
0.5,0.8,1.2,2.37646,-2.89352,3.74433,1.61903
1,0.8,1.2,1.90995,-2.30276,2.99175,1.42435
0.05,0.9,1.2,5.79387,-7.12628,9.18438,2.77734
0.1,0.9,1.2,4.30628,-5.27856,6.81229,2.34574
0.25,0.9,1.2,3.02368,-3.68319,4.76535,1.89631
0.5,0.9,1.2,2.38473,-2.88817,3.74546,1.63585
1,0.9,1.2,1.9144,-2.30591,2.99703,1.4328
0.05,1,1.2,5.85917,-7.031,9.15231,2.83544
0.1,1,1.2,4.34853,-5.21824,6.79262,2.38876
0.25,1,1.2,3.04743,-3.65692,4.76024,1.92241
0.5,1,1.2,2.39976,-2.87971,3.74855,1.65182
1,1,1.2,1.9224,-2.30687,3.00288,1.44123
0.05,1.1,1.2,5.94179,-6.93085,9.12916,2.88864
0.1,1.1,1.2,4.40363,-5.15452,6.77946,2.42831
0.25,1.1,1.2,3.07871,-3.62788,4.75814,1.94664
0.5,1.1,1.2,2.41913,-2.86899,3.75278,1.66688
1,1.1,1.2,1.93267,-2.30617,3.00892,1.44941
0.05,1.2,1.2,6.03914,-6.8344,9.12032,2.9384
0.1,1.2,1.2,4.4688,-5.09211,6.77494,2.46524
0.25,1.2,1.2,3.11566,-3.5983,4.75974,1.96934
0.5,1.2,1.2,2.44173,-2.85724,3.75844,1.68111
1,1.2,1.2,1.94461,-2.30445,3.01529,1.45731
0.05,1.3,1.2,6.14432,-6.74065,9.1208,2.98474
0.1,1.3,1.2,4.53982,-5.03118,6.77664,2.49968
0.25,1.3,1.2,3.15616,-3.56871,4.76414,1.99058
0.5,1.3,1.2,2.46635,-2.84487,3.76512,1.69452
1,1.3,1.2,1.95758,-2.30201,3.02181,1.4649
0.05,1.4,1.2,6.25451,-6.65044,9.12947,3.02799
0.1,1.4,1.2,4.61472,-4.97254,6.78393,2.53182
0.25,1.4,1.2,3.19906,-3.53977,4.77116,2.01053
0.5,1.4,1.2,2.49234,-2.83235,3.77279,1.70719
1,1.4,1.2,1.97125,-2.29913,3.02851,1.47214
0.05,1.5,1.2,6.36721,-6.56371,9.1446,3.06865
0.1,1.5,1.2,4.69163,-4.91614,6.79557,2.56222
0.25,1.5,1.2,3.24328,-3.51159,4.78018,2.02925
0.5,1.5,1.2,2.51902,-2.8198,3.7811,1.71909
1,1.5,1.2,1.98524,-2.29591,3.03519,1.479
0.05,1.6,1.2,6.48106,-6.4804,9.16514,3.10678
0.1,1.6,1.2,4.76954,-4.86202,6.81085,2.59062
0.25,1.6,1.2,3.28815,-3.48434,4.79088,2.04687
0.5,1.6,1.2,2.54601,-2.80737,3.78991,1.73036
1,1.6,1.2,1.99933,-2.29245,3.04182,1.48553
0.05,1.7,1.2,6.59601,-6.40115,9.19141,3.14287
0.1,1.7,1.2,4.84835,-4.81066,6.83,2.6172
0.25,1.7,1.2,3.33362,-3.45842,4.8035,2.06354
0.5,1.7,1.2,2.57327,-2.7954,3.79947,1.74106
1,1.7,1.2,2.01354,-2.28899,3.04858,1.49178
0.05,1.8,1.2,6.71104,-6.32544,9.22222,3.17755
0.1,1.8,1.2,4.92728,-4.76169,6.85214,2.64284
0.25,1.8,1.2,3.37914,-3.43366,4.81753,2.07932
0.5,1.8,1.2,2.60047,-2.78379,3.80945,1.75121
1,1.8,1.2,2.02767,-2.28549,3.05531,1.49774
0.05,1.9,1.2,6.82569,-6.2532,9.25702,3.21011
0.1,1.9,1.2,5.00599,-4.71506,6.8769,2.66689
0.25,1.9,1.2,3.42451,-3.41011,4.83281,2.09428
0.5,1.9,1.2,2.62747,-2.77265,3.81984,1.76082
1,1.9,1.2,2.04165,-2.28202,3.06202,1.50345
0.05,2,1.2,6.9395,-6.18405,9.29511,3.24084
0.1,2,1.2,5.08418,-4.67056,6.90384,2.68943
0.25,2,1.2,3.4695,-3.38767,4.84909,2.10846
0.5,2,1.2,2.65414,-2.76193,3.83049,1.77003
1,2,1.2,2.0554,-2.27858,3.06865,1.50886
0.05,2.1,1.2,7.05258,-6.11807,9.33647,3.27025
0.1,2.1,1.2,5.16187,-4.62823,6.93292,2.7112
0.25,2.1,1.2,3.51413,-3.36639,4.86639,2.1221
0.5,2.1,1.2,2.68048,-2.75171,3.84147,1.77877
1,2.1,1.2,2.06894,-2.27523,3.07525,1.51406
0.05,2.2,1.2,7.16285,-6.05399,9.37855,3.29824
0.1,2.2,1.2,5.23756,-4.58713,6.96231,2.73175
0.25,2.2,1.2,3.55744,-3.34572,4.88357,2.1348
0.5,2.2,1.2,2.70585,-2.7416,3.85201,1.78698
1,2.2,1.2,2.08185,-2.2717,3.08135,1.51896
0.05,2.3,1.2,7.27321,-5.99334,9.42442,3.32518
0.1,2.3,1.2,5.31335,-4.54844,6.99428,2.75148
0.25,2.3,1.2,3.60075,-3.32643,4.9021,2.14705
0.5,2.3,1.2,2.73117,-2.73222,3.8632,1.79493
1,2.3,1.2,2.09475,-2.26846,3.0877,1.5237
0.05,2.4,1.2,7.38214,-5.93514,9.47216,3.35104
0.1,2.4,1.2,5.38804,-4.51135,7.02732,2.77016
0.25,2.4,1.2,3.6433,-3.30802,4.92104,2.1587
0.5,2.4,1.2,2.75591,-2.72321,3.87439,1.8025
1,2.4,1.2,2.1073,-2.26526,3.09388,1.52823
0.05,2.5,1.2,7.48988,-5.87943,9.52187,3.37562
0.1,2.5,1.2,5.46184,-4.47593,7.06156,2.78827
0.25,2.5,1.2,3.68518,-3.29053,4.94046,2.16985
0.5,2.5,1.2,2.78015,-2.71462,3.88566,1.80975
1,2.5,1.2,2.11954,-2.26216,3.09997,1.53258
0.05,2.6,1.2,7.59626,-5.82591,9.57311,3.39952
0.1,2.6,1.2,5.53466,-4.44202,7.09676,2.80594
0.25,2.6,1.2,3.72635,-3.27389,4.96025,2.18053
0.5,2.6,1.2,2.80386,-2.70643,3.89697,1.81671
1,2.6,1.2,2.13147,-2.25915,3.10595,1.53675
0.05,2.7,1.2,7.70158,-5.77462,9.62603,3.42295
0.1,2.7,1.2,5.60673,-4.40965,7.13306,2.82294
0.25,2.7,1.2,3.76694,-3.25812,4.98048,2.19071
0.5,2.7,1.2,2.82712,-2.69867,3.90838,1.82351
1,2.7,1.2,2.14315,-2.25625,3.11188,1.54077
0.05,2.8,1.2,7.80521,-5.7252,9.67983,3.44515
0.1,2.8,1.2,5.67745,-4.37847,7.16969,2.83913
0.25,2.8,1.2,3.8066,-3.24299,5.00072,2.20061
0.5,2.8,1.2,2.84972,-2.69119,3.91962,1.82989
1,2.8,1.2,2.15443,-2.25338,3.11758,1.54461
0.05,2.9,1.2,7.90743,-5.67763,9.73462,3.46653
0.1,2.9,1.2,5.7472,-4.34857,7.20697,2.8546
0.25,2.9,1.2,3.84555,-3.22858,5.02115,2.21006
0.5,2.9,1.2,2.8718,-2.68403,3.93081,1.83598
1,2.9,1.2,2.16542,-2.25057,3.12316,1.54831
0.05,3,1.2,8.00829,-5.63183,9.79031,3.48706
0.1,3,1.2,5.81591,-4.31986,7.24472,2.86972
0.25,3,1.2,3.88374,-3.21483,5.04169,2.21917
0.5,3,1.2,2.89335,-2.67719,3.94193,1.84194
1,3,1.2,2.17609,-2.24783,3.1286,1.55186
0.05,3.1,1.2,8.10796,-5.58783,9.84697,3.50697
0.1,3.1,1.2,5.88357,-4.29225,7.28285,2.88404
0.25,3.1,1.2,3.92117,-3.20168,5.06225,2.22808
0.5,3.1,1.2,2.91434,-2.67062,3.95293,1.84761
1,3.1,1.2,2.18646,-2.24514,3.13389,1.55528
0.05,3.2,1.2,8.20619,-5.54529,9.90413,3.52646
0.1,3.2,1.2,5.95025,-4.2657,7.32131,2.89783
0.25,3.2,1.2,3.95788,-3.18912,5.08285,2.23657
0.5,3.2,1.2,2.93484,-2.66433,3.96383,1.85308
1,3.2,1.2,2.19653,-2.2425,3.13904,1.55858
0.05,3.3,1.2,8.30304,-5.50416,9.96174,3.54492
0.1,3.3,1.2,6.01598,-4.24017,7.36009,2.91123
0.25,3.3,1.2,3.99391,-3.17713,5.10348,2.2448
0.5,3.3,1.2,2.95485,-2.65832,3.97465,1.85833
1,3.3,1.2,2.20635,-2.23994,3.14409,1.56177
0.05,3.4,1.2,8.39884,-5.46465,10.0201,3.56299
0.1,3.4,1.2,6.08074,-4.21559,7.3991,2.92418
0.25,3.4,1.2,4.02922,-3.16566,5.12406,2.25272
0.5,3.4,1.2,2.97437,-2.65254,3.98533,1.86341
1,3.4,1.2,2.21587,-2.23741,3.14899,1.56483
0.05,3.5,1.2,8.49327,-5.42636,10.0787,3.57976
0.1,3.5,1.2,6.14453,-4.19189,7.43823,2.93644
0.25,3.5,1.2,4.06384,-3.15467,5.14458,2.26047
0.5,3.5,1.2,2.9934,-2.647,3.99588,1.86825
1,3.5,1.2,2.22514,-2.23494,3.15376,1.56782
0.05,3.6,1.2,8.58702,-5.38947,10.1382,3.59685
0.1,3.6,1.2,6.20779,-4.16915,7.47786,2.94827
0.25,3.6,1.2,4.098,-3.14422,5.16524,2.26785
0.5,3.6,1.2,3.01212,-2.64172,4.00643,1.87295
1,3.6,1.2,2.23424,-2.23255,3.15849,1.57076
0.05,3.7,1.2,8.67905,-5.35373,10.1975,3.6133
0.1,3.7,1.2,6.26966,-4.14709,7.51711,2.95997
0.25,3.7,1.2,4.13123,-3.13411,5.18552,2.27501
0.5,3.7,1.2,3.03021,-2.63652,4.01664,1.87755
1,3.7,1.2,2.24298,-2.23006,3.16293,1.57353
0.05,3.8,1.2,8.77013,-5.31921,10.2572,3.62914
0.1,3.8,1.2,6.33076,-4.12584,7.55653,2.97147
0.25,3.8,1.2,4.16388,-3.12445,5.20578,2.2818
0.5,3.8,1.2,3.04791,-2.63159,4.02679,1.88201
1,3.8,1.2,2.25152,-2.22772,3.16734,1.57622
0.05,3.9,1.2,8.85977,-5.28557,10.3166,3.64462
0.1,3.9,1.2,6.39097,-4.10531,7.59593,2.98256
0.25,3.9,1.2,4.19591,-3.11517,5.22589,2.28844
0.5,3.9,1.2,3.06519,-2.62681,4.03677,1.88634
1,3.9,1.2,2.25983,-2.22536,3.1716,1.57881
0.05,4,1.2,8.9482,-5.25303,10.3762,3.65966
0.1,4,1.2,6.45017,-4.08542,7.63514,2.9933
0.25,4,1.2,4.22723,-3.10623,5.24577,2.29496
0.5,4,1.2,3.08201,-2.62215,4.04654,1.89049
1,4,1.2,2.26788,-2.22298,3.17568,1.58132
0.05,0,1.3,23.5964,-4.22517,23.9717,5.31761
0.1,0,1.3,13.947,-3.50795,14.3814,4.06421
0.25,0,1.3,7.17574,-2.76548,7.6902,2.88168
0.5,0,1.3,4.50981,-2.32701,5.07478,2.25789
1,0,1.3,2.97026,-1.96843,3.5633,1.80817
0.05,0.1,1.3,13.5104,-6.28076,14.899,4.42931
0.1,0.1,1.3,8.61136,-4.75284,9.83591,3.46475
0.25,0.1,1.3,4.91857,-3.39415,5.97601,2.53328
0.5,0.1,1.3,3.35703,-2.69797,4.30682,2.03598
1,0.1,1.3,2.40071,-2.18872,3.24868,1.67665
0.05,0.2,1.3,9.4929,-7.07727,11.8407,3.82176
0.1,0.2,1.3,6.41948,-5.25568,8.2965,3.04457
0.25,0.2,1.3,3.96741,-3.66341,5.40008,2.28886
0.5,0.2,1.3,2.86633,-2.8651,4.05273,1.8829
1,0.2,1.3,2.15557,-2.29355,3.14752,1.58756
0.05,0.3,1.3,7.50632,-7.46641,10.5874,3.30408
0.1,0.3,1.3,5.30321,-5.50998,7.64748,2.68792
0.25,0.3,1.3,3.46913,-3.80764,5.15102,2.08466
0.5,0.3,1.3,2.60621,-2.96005,3.94389,1.75746
1,0.3,1.3,2.02425,-2.35686,3.10682,1.51587
0.05,0.4,1.3,6.47656,-7.64156,10.0169,2.85788
0.1,0.4,1.3,4.70663,-5.63028,7.33842,2.38091
0.25,0.4,1.3,3.19455,-3.88288,5.02811,1.91039
0.5,0.4,1.3,2.46112,-3.0147,3.89173,1.65157
1,0.4,1.3,1.9502,-2.39678,3.08995,1.45611
0.05,0.5,1.3,5.94351,-7.69531,9.72333,2.47413
0.1,0.5,1.3,4.38716,-5.67205,7.17073,2.11643
0.25,0.5,1.3,3.04285,-3.9164,4.95955,1.76047
0.5,0.5,1.3,2.38019,-3.04451,3.8645,1.561
1,0.5,1.3,1.9085,-2.42205,3.08362,1.40547
0.05,0.6,1.3,5.6827,-7.67797,9.55219,2.52284
0.1,0.6,1.3,4.22441,-5.66617,7.06761,2.15685
0.25,0.6,1.3,2.96319,-3.92362,4.91683,1.78149
0.5,0.6,1.3,2.33761,-3.05824,3.84932,1.56619
1,0.6,1.3,1.88639,-2.43766,3.08231,1.39794
0.05,0.7,1.3,5.57199,-7.6168,9.4373,2.59807
0.1,0.7,1.3,4.15322,-5.63164,6.99747,2.21148
0.25,0.7,1.3,2.9275,-3.91416,4.88784,1.81292
0.5,0.7,1.3,2.31895,-3.06141,3.84054,1.58345
1,0.7,1.3,1.87665,-2.44675,3.08357,1.40442
0.05,0.8,1.3,5.55037,-7.53335,9.35724,2.6665
0.1,0.8,1.3,4.13741,-5.58035,6.94683,2.26171
0.25,0.8,1.3,2.91966,-3.89419,4.86715,1.8427
0.5,0.8,1.3,2.31575,-3.05758,3.83556,1.60091
1,0.8,1.3,1.87501,-2.45133,3.08621,1.41258
0.05,0.9,1.3,5.58132,-7.43775,9.29899,2.72898
0.1,0.9,1.3,4.15592,-5.51976,6.90937,2.30793
0.25,0.9,1.3,2.92986,-3.86773,4.85215,1.87052
0.5,0.9,1.3,2.32277,-3.04911,3.83306,1.61773
1,0.9,1.3,1.87878,-2.45278,3.08965,1.42111
0.05,1,1.3,5.64368,-7.33678,9.25632,2.7864
0.1,1,1.3,4.19597,-5.45476,6.8819,2.35054
0.25,1,1.3,2.95196,-3.83754,4.84157,1.89648
0.5,1,1.3,2.33665,-3.03765,3.8324,1.6337
1,1,1.3,1.8862,-2.45206,3.09359,1.42958
0.05,1.1,1.3,5.7231,-7.23182,9.22243,2.8391
0.1,1.1,1.3,4.2487,-5.38703,6.86087,2.38982
0.25,1.1,1.3,2.98161,-3.80499,4.83405,1.92063
0.5,1.1,1.3,2.35502,-3.02412,3.83294,1.6488
1,1.1,1.3,1.89603,-2.44973,3.09775,1.43781
0.05,1.2,1.3,5.81653,-7.13091,9.20228,2.88843
0.1,1.2,1.3,4.31112,-5.32102,6.84828,2.42653
0.25,1.2,1.3,3.01689,-3.77226,4.83027,1.94328
0.5,1.2,1.3,2.37667,-3.00973,3.83498,1.66303
1,1.2,1.3,1.90759,-2.44646,3.10227,1.44575
0.05,1.3,1.3,5.91745,-7.03299,9.19125,2.93442
0.1,1.3,1.3,4.37921,-5.25686,6.84193,2.46079
0.25,1.3,1.3,3.05571,-3.73984,4.82947,1.96451
0.5,1.3,1.3,2.40043,-2.99493,3.83819,1.67648
1,1.3,1.3,1.92027,-2.44256,3.10701,1.45336
0.05,1.4,1.3,6.02302,-6.9388,9.18824,2.97752
0.1,1.4,1.3,4.45091,-5.19514,6.84106,2.49292
0.25,1.4,1.3,3.09687,-3.70827,4.83134,1.98445
0.5,1.4,1.3,2.42558,-2.9801,3.84245,1.68916
1,1.4,1.3,1.93368,-2.43827,3.11196,1.46065
0.05,1.5,1.3,6.1311,-6.84831,9.19183,3.01802
