F,n,x0,force_x,force_y,abs(force),max_height
1,2.7,0.9,6.43354,-2.5686,6.92735,1.89336
0.05,2.8,0.9,34.8924,-9.4969,36.1617,4.99382
0.1,2.8,0.9,24.7328,-7.17099,25.7514,4.05301
0.25,2.8,0.9,15.3244,-5.11775,16.1564,3.04346
0.5,2.8,0.9,10.0292,-3.70548,10.6919,2.40414
1,2.8,0.9,6.46942,-2.57004,6.96121,1.89806
0.05,2.9,0.9,35.3366,-9.41318,36.5688,5.01995
0.1,2.9,0.9,25.0179,-7.1219,26.0119,4.07153
0.25,2.9,0.9,15.4679,-5.10437,16.2884,3.05516
0.5,2.9,0.9,10.1049,-3.70494,10.7627,2.4118
1,2.9,0.9,6.50369,-2.57112,6.99347,1.90247
0.05,3,0.9,35.7722,-9.33256,36.9695,5.04476
0.1,3,0.9,25.2964,-7.07485,26.2671,4.08899
0.25,3,0.9,15.6061,-5.09106,16.4155,3.0661
0.5,3,0.9,10.1773,-3.70388,10.8303,2.41918
1,3,0.9,6.53639,-2.57185,7.02416,1.9067
0.05,3.1,0.9,36.2003,-9.25506,37.3647,5.07011
0.1,3.1,0.9,25.5694,-7.02998,26.5182,4.1061
0.25,3.1,0.9,15.7393,-5.07777,16.5381,3.07658
0.5,3.1,0.9,10.2468,-3.70238,10.8951,2.42623
1,3.1,0.9,6.56774,-2.57229,7.0535,1.91072
0.05,3.2,0.9,36.6225,-9.1808,37.7558,5.09382
0.1,3.2,0.9,25.8364,-6.98705,26.7645,4.12272
0.25,3.2,0.9,15.8681,-5.06473,16.6568,3.08666
0.5,3.2,0.9,10.3135,-3.70048,10.9573,2.43284
1,3.2,0.9,6.5979,-2.57248,7.08166,1.91463
0.05,3.3,0.9,37.038,-9.1094,38.1418,5.11582
0.1,3.3,0.9,26.0982,-6.9461,27.0068,4.13799
0.25,3.3,0.9,15.9928,-5.05191,16.7717,3.09628
0.5,3.3,0.9,10.3779,-3.69827,11.0172,2.43932
1,3.3,0.9,6.62684,-2.5724,7.10861,1.91834
0.05,3.4,0.9,37.4456,-9.04052,38.5214,5.13873
0.1,3.4,0.9,26.3542,-6.90684,27.2442,4.15364
0.25,3.4,0.9,16.1131,-5.0392,16.8827,3.10551
0.5,3.4,0.9,10.4396,-3.69556,11.0744,2.44548
1,3.4,0.9,6.65448,-2.57196,7.13422,1.9219
0.05,3.5,0.9,37.846,-8.97406,38.8954,5.16011
0.1,3.5,0.9,26.6044,-6.86919,27.4769,4.16795
0.25,3.5,0.9,16.2294,-5.02658,16.99,3.11412
0.5,3.5,0.9,10.499,-3.6925,11.1294,2.45141
1,3.5,0.9,6.68112,-2.5713,7.15883,1.92528
0.05,3.6,0.9,38.2409,-8.91021,39.2652,5.18026
0.1,3.6,0.9,26.8499,-6.83321,27.7058,4.1822
0.25,3.6,0.9,16.3422,-5.0143,17.0942,3.12283
0.5,3.6,0.9,10.5562,-3.68925,11.1823,2.45697
1,3.6,0.9,6.70668,-2.57045,7.18239,1.92854
0.05,3.7,0.9,38.6282,-8.84856,39.6288,5.20037
0.1,3.7,0.9,27.0894,-6.79862,27.9295,4.1964
0.25,3.7,0.9,16.4394,-4.9965,17.1819,3.12998
0.5,3.7,0.9,10.5866,-3.67293,11.2057,2.46002
1,3.7,0.9,6.71446,-2.56009,7.18596,1.9295
0.05,3.8,0.9,39.0117,-8.78945,39.9896,5.22027
0.1,3.8,0.9,27.3249,-6.76561,28.15,4.20967
0.25,3.8,0.9,16.5457,-4.98483,17.2803,3.13793
0.5,3.8,0.9,10.6401,-3.66928,11.255,2.46528
1,3.8,0.9,6.73819,-2.55887,7.2077,1.9325
0.05,3.9,0.9,39.3847,-8.73173,40.341,5.23874
0.1,3.9,0.9,27.5548,-6.73389,28.3657,4.22213
0.25,3.9,0.9,16.6485,-4.97332,17.3755,3.14568
0.5,3.9,0.9,10.6915,-3.66538,11.3024,2.47022
1,3.9,0.9,6.761,-2.55749,7.22854,1.93544
0.05,4,0.9,39.7545,-8.67656,40.6903,5.2561
0.1,4,0.9,27.7812,-6.70375,28.5785,4.23491
0.25,4,0.9,16.7487,-4.96224,17.4683,3.15291
0.5,4,0.9,10.7415,-3.66143,11.3484,2.47517
1,4,0.9,6.78313,-2.55601,7.24872,1.93821
0.05,0,1,47.2001,-3.43271,47.3248,5.31721
0.1,0,1,27.9089,-2.83319,28.0524,4.06477
0.25,0,1,14.3574,-2.20839,14.5262,2.882
0.5,0,1,9.02193,-1.83827,9.2073,2.25804
1,0,1,5.93725,-1.53522,6.13252,1.80775
0.05,0.1,1,31.3224,-7.34343,32.1717,4.663
0.1,0.1,1,19.6446,-5.25334,20.3349,3.61334
0.25,0.1,1,10.9656,-3.45876,11.4982,2.61707
0.5,0.1,1,7.33643,-2.57937,7.77665,2.09019
1,0.1,1,5.12625,-1.96558,5.49016,1.70954
0.05,0.2,1,25.4412,-9.21347,27.0582,4.14513
0.1,0.2,1,16.7123,-6.45798,17.9166,3.26691
0.25,0.2,1,9.85832,-4.10343,10.6782,2.42596
0.5,0.2,1,6.82919,-2.9656,7.44531,1.9763
1,0.2,1,4.90008,-2.18959,5.36703,1.64658
0.05,0.3,1,23.0368,-10.3903,25.2716,3.70603
0.1,0.3,1,15.5918,-7.23639,17.1892,2.98202
0.25,0.3,1,9.50235,-4.53148,10.5275,2.29108
0.5,0.3,1,6.69811,-3.22414,7.43369,1.90905
1,0.3,1,4.8548,-2.33896,5.38886,1.61682
0.05,0.4,1,22.1745,-11.1534,24.8215,3.44708
0.1,0.4,1,15.2802,-7.75931,17.1374,2.85854
0.25,0.4,1,9.48301,-4.83041,10.6424,2.25801
0.5,0.4,1,6.73348,-3.40715,7.54641,1.90667
1,0.4,1,4.88769,-2.44453,5.46491,1.62121
0.05,0.5,1,22.0446,-11.6444,24.9311,3.4923
0.1,0.5,1,15.3591,-8.11359,17.3704,2.92691
0.25,0.5,1,9.62795,-5.04441,10.8694,2.31778
0.5,0.5,1,6.8487,-3.54069,7.70981,1.9453
1,0.5,1,4.95674,-2.52158,5.56126,1.64207
0.05,0.6,1,22.2763,-11.9474,25.278,3.64325
0.1,0.6,1,15.6329,-8.35059,17.7234,3.0408
0.25,0.6,1,9.85523,-5.19952,11.1427,2.38813
0.5,0.6,1,7.00242,-3.64005,7.89202,1.98851
1,0.6,1,5.04203,-2.57899,5.66333,1.66556
0.05,0.7,1,22.691,-12.1177,25.7239,3.77503
0.1,0.7,1,16.0063,-8.50419,18.1252,3.14148
0.25,0.7,1,10.1242,-5.31298,11.4336,2.45198
0.5,0.7,1,7.1741,-3.71529,8.07905,2.0286
1,0.7,1,5.13382,-2.62258,5.7649,1.6879
0.05,0.8,1,23.1936,-12.1913,26.2025,3.88979
0.1,0.8,1,16.4263,-8.59619,18.5396,3.22991
0.25,0.8,1,10.4116,-5.39573,11.7267,2.5089
0.5,0.8,1,7.35189,-3.77281,8.26343,2.06474
1,0.8,1,5.22657,-2.65605,5.86273,1.70829
0.05,0.9,1,23.7351,-12.194,26.6843,3.99089
0.1,0.9,1,16.8655,-8.64248,18.9509,3.30805
0.25,0.9,1,10.7054,-5.45598,12.0156,2.55975
0.5,0.9,1,7.53007,-3.81748,8.44246,2.09723
1,0.9,1,5.3178,-2.68224,5.95595,1.72675
0.05,1,1,24.2939,-12.1469,27.1614,4.08085
0.1,1,1,17.3106,-8.65529,19.3538,3.37767
0.25,1,1,10.9998,-5.49992,12.2982,2.60546
0.5,1,1,7.70598,-3.85299,8.61554,2.12656
1,1,1,5.40654,-2.70327,6.0447,1.74348
0.05,1.1,1,24.8417,-12.0569,27.613,4.16069
0.1,1.1,1,17.7466,-8.63978,19.738,3.43979
0.25,1.1,1,11.2892,-5.53087,12.5713,2.64671
0.5,1.1,1,7.87743,-3.88159,8.78184,2.15321
1,1.1,1,5.49212,-2.72056,6.12901,1.75872
0.05,1.2,1,25.3906,-11.9441,28.0597,4.23364
0.1,1.2,1,18.1754,-8.60538,20.1096,3.49614
0.25,1.2,1,11.5732,-5.55279,12.8364,2.68443
0.5,1.2,1,8.04446,-3.90556,8.94242,2.17757
1,1.2,1,5.57461,-2.73533,6.20953,1.77266
0.05,1.3,1,25.9318,-11.8146,28.4964,4.29945
0.1,1.3,1,18.5906,-8.55512,20.4646,3.54717
0.25,1.3,1,11.8486,-5.56701,13.0913,2.71875
0.5,1.3,1,8.20585,-3.92584,9.0966,2.19987
1,1.3,1,5.65373,-2.74821,6.28629,1.78548
0.05,1.4,1,26.4628,-11.6741,28.9234,4.35943
0.1,1.4,1,18.99,-8.492,20.8023,3.59314
0.25,1.4,1,12.1136,-5.57433,13.3347,2.7501
0.5,1.4,1,8.36092,-3.94296,9.24402,2.22048
1,1.4,1,5.72932,-2.75956,6.35927,1.79727
0.05,1.5,1,26.9826,-11.5269,29.3416,4.41561
0.1,1.5,1,19.373,-8.41889,21.1232,3.63532
0.25,1.5,1,12.367,-5.57541,13.5657,2.77897
0.5,1.5,1,8.50926,-3.95728,9.38443,2.2395
1,1.5,1,5.80133,-2.76962,6.42855,1.80826
0.05,1.6,1,27.497,-11.3798,29.7588,4.46749
0.1,1.6,1,19.7437,-8.3404,21.433,3.67393
0.25,1.6,1,12.6095,-5.57157,13.7856,2.80542
0.5,1.6,1,8.65138,-3.96938,9.51853,2.25709
1,1.6,1,5.87008,-2.77865,6.49452,1.81847
0.05,1.7,1,28.0074,-11.2363,30.1773,4.51538
0.1,1.7,1,20.1044,-8.25991,21.735,3.7102
0.25,1.7,1,12.8413,-5.56381,13.9948,2.82978
0.5,1.7,1,8.7871,-3.97955,9.64624,2.27346
1,1.7,1,5.93557,-2.78682,6.55723,1.82795
0.05,1.8,1,28.5128,-11.0972,30.5962,4.56106
0.1,1.8,1,20.4562,-8.17912,22.0307,3.74348
0.25,1.8,1,13.0628,-5.55277,14.194,2.85238
0.5,1.8,1,8.91671,-3.988,9.7679,2.28882
1,1.8,1,5.99795,-2.79418,6.61686,1.83685
0.05,1.9,1,29.0112,-10.9623,31.0133,4.60428
0.1,1.9,1,20.7992,-8.09891,22.3203,3.77464
0.25,1.9,1,13.274,-5.53881,14.3833,2.87348
0.5,1.9,1,9.04,-3.99461,9.88324,2.30302
1,1.9,1,6.05715,-2.80065,6.67328,1.84519
0.05,2,1,29.5034,-10.8325,31.4292,4.64487
0.1,2,1,21.1348,-8.02064,22.6056,3.80396
0.25,2,1,13.4763,-5.52297,14.5641,2.89292
0.5,2,1,9.1579,-3.99999,9.99335,2.31636
1,2,1,6.11366,-2.80649,6.72705,1.85305
0.05,2.1,1,29.9888,-10.7077,31.8431,4.68302
0.1,2.1,1,21.4635,-7.94474,22.8867,3.83203
0.25,2.1,1,13.6697,-5.50547,14.7367,2.9112
0.5,2.1,1,9.26997,-4.00382,10.0977,2.32888
1,2.1,1,6.16717,-2.81147,6.77779,1.86035
0.05,2.2,1,30.468,-10.5881,32.2554,4.71967
0.1,2.2,1,21.7861,-7.87177,23.1646,3.8583
0.25,2.2,1,13.8556,-5.48713,14.9026,2.92843
0.5,2.2,1,9.37721,-4.00665,10.1973,2.34072
1,2.2,1,6.21838,-2.8159,6.82624,1.86731
0.05,2.3,1,30.9389,-10.473,32.6634,4.75489
0.1,2.3,1,22.1015,-7.80138,23.438,3.88337
0.25,2.3,1,14.0337,-5.46799,15.0613,2.94442
0.5,2.3,1,9.47921,-4.00831,10.2918,2.35171
1,2.3,1,6.26691,-2.81966,6.87202,1.87384
0.05,2.4,1,31.4032,-10.3628,33.0688,4.78787
0.1,2.4,1,22.4109,-7.73395,23.7079,3.90658
0.25,2.4,1,14.2049,-5.44853,15.214,2.95955
0.5,2.4,1,9.57655,-4.00902,10.3818,2.36214
1,2.4,1,6.31315,-2.82282,6.91551,1.88004
0.05,2.5,1,31.8594,-10.2569,33.4697,4.8197
0.1,2.5,1,22.7138,-7.6693,23.9736,3.92958
0.25,2.5,1,14.3698,-5.42904,15.3611,2.97395
0.5,2.5,1,9.6698,-4.0091,10.4679,2.37204
1,2.5,1,6.35731,-2.82555,6.95695,1.88585
0.05,2.6,1,32.3097,-10.1556,33.8682,4.85006
0.1,2.6,1,23.0115,-7.60766,24.2364,3.95104
0.25,2.6,1,14.529,-5.40981,15.5034,2.98749
0.5,2.6,1,9.75908,-4.00855,10.5503,2.38143
1,2.6,1,6.39948,-2.82782,6.99642,1.89142
0.05,2.7,1,32.7517,-10.0581,34.2613,4.87911
0.1,2.7,1,23.3025,-7.54848,24.4946,3.97187
0.25,2.7,1,14.6822,-5.39065,15.6406,3.00023
0.5,2.7,1,9.8444,-4.00725,10.6287,2.39025
1,2.7,1,6.43965,-2.82956,7.03388,1.89668
0.05,2.8,1,33.1872,-9.9646,34.6509,4.90747
0.1,2.8,1,23.5881,-7.49196,24.7493,3.99145
0.25,2.8,1,14.8305,-5.37193,15.7734,3.01253
0.5,2.8,1,9.92616,-4.00541,10.7038,2.39866
1,2.8,1,6.47813,-2.83091,7.06967,1.90171
0.05,2.9,1,33.6152,-9.87459,35.0355,4.93438
0.1,2.9,1,23.8677,-7.43776,24.9997,4.01019
0.25,2.9,1,14.9735,-5.35349,15.9017,3.02427
0.5,2.9,1,10.0045,-4.00308,10.7757,2.40672
1,2.9,1,6.51479,-2.83181,7.10364,1.9065
0.05,3,1,34.037,-9.78826,35.4165,4.95987
0.1,3,1,24.1423,-7.38606,25.2468,4.02856
0.25,3,1,15.1122,-5.33572,16.0265,3.03542
0.5,3,1,10.08,-4.00045,10.8448,2.4144
1,3,1,6.5501,-2.83247,7.13629,1.91103
0.05,3.1,1,34.4513,-9.7051,35.7922,4.9851
0.1,3.1,1,24.411,-7.3365,25.4896,4.04563
0.25,3.1,1,15.2462,-5.31826,16.1472,3.04592
0.5,3.1,1,10.1523,-3.99726,10.9109,2.42162
1,3.1,1,6.58383,-2.83269,7.16736,1.91539
0.05,3.2,1,34.8587,-9.62499,36.1631,5.00929
0.1,3.2,1,24.6741,-7.28896,25.7282,4.06302
0.25,3.2,1,15.3759,-5.30132,16.2642,3.05618
0.5,3.2,1,10.2217,-3.99372,10.9742,2.42862
1,3.2,1,6.61611,-2.83257,7.19696,1.91957
0.05,3.3,1,35.2599,-9.54799,36.5298,5.03152
0.1,3.3,1,24.9323,-7.24351,25.9632,4.07913
0.25,3.3,1,15.5018,-5.28497,16.3779,3.06606
0.5,3.3,1,10.2885,-3.98994,11.0351,2.43524
1,3.3,1,6.64702,-2.83216,7.22524,1.9235
0.05,3.4,1,35.6553,-9.47388,36.8925,5.05405
0.1,3.4,1,25.1853,-7.1999,26.1942,4.09454
0.25,3.4,1,15.6237,-5.26909,16.4883,3.0754
0.5,3.4,1,10.3529,-3.9859,11.0937,2.44169
1,3.4,1,6.67693,-2.83159,7.25253,1.92738
0.05,3.5,1,36.0446,-9.40244,37.2507,5.07676
0.1,3.5,1,25.4339,-7.15822,26.422,4.10997
0.25,3.5,1,15.7422,-5.25375,16.5958,3.08447
0.5,3.5,1,10.4151,-3.98164,11.1502,2.44778
1,3.5,1,6.70553,-2.83067,7.27852,1.931
0.05,3.6,1,36.4278,-9.33354,37.6045,5.09731
0.1,3.6,1,25.6766,-7.11796,26.645,4.12444
0.25,3.6,1,15.8514,-5.23585,16.6938,3.09276
0.5,3.6,1,10.4569,-3.96683,11.184,2.45189
1,3.6,1,6.71865,-2.82081,7.28679,1.93267
0.05,3.7,1,36.805,-9.26709,37.9538,5.11808
0.1,3.7,1,25.9156,-7.07962,26.8652,4.13807
0.25,3.7,1,15.9635,-5.22163,16.7958,3.10113
0.5,3.7,1,10.5149,-3.96224,11.2367,2.45751
1,3.7,1,6.74529,-2.81953,7.31086,1.93601
0.05,3.8,1,37.1749,-9.20262,38.2971,5.13805
0.1,3.8,1,26.1495,-7.04269,27.0813,4.15221
0.25,3.8,1,16.0721,-5.20771,16.8948,3.10927
0.5,3.8,1,10.5708,-3.95729,11.2872,2.46302
1,3.8,1,6.77081,-2.81791,7.33379,1.93927
0.05,3.9,1,37.542,-9.14102,38.6389,5.15758
0.1,3.9,1,26.3788,-7.00725,27.2936,4.16523
0.25,3.9,1,16.1775,-5.19424,16.991,3.11684
0.5,3.9,1,10.6247,-3.95219,11.336,2.46836
1,3.9,1,6.79544,-2.81613,7.35586,1.9424
0.05,4,1,37.901,-9.08092,38.9737,5.17565
0.1,4,1,26.6038,-6.97319,27.5025,4.17802
0.25,4,1,16.2801,-5.18113,17.0847,3.12442
0.5,4,1,10.677,-3.94694,11.3832,2.47339
1,4,1,6.81922,-2.81417,7.37708,1.94543
0.05,0,1.1,47.2004,-3.70039,47.3453,5.31723
0.1,0,1.1,27.909,-3.0617,28.0764,4.06477
0.25,0,1.1,14.3574,-2.39673,14.5561,2.88201
0.5,0,1.1,9.02218,-2.0031,9.24187,2.25806
1,0,1.1,5.93924,-1.68069,6.17246,1.80798
0.05,0.1,1.1,30.8863,-7.81222,31.859,4.64513
0.1,0.1,1.1,19.3895,-5.61114,20.1851,3.59977
0.25,0.1,1.1,10.8424,-3.71896,11.4625,2.60784
0.5,0.1,1.1,7.26798,-2.79015,7.78514,2.08356
1,0.1,1.1,5.09289,-2.13997,5.52422,1.70543
0.05,0.2,1.1,24.8346,-9.78351,26.6923,4.11237
0.1,0.2,1.1,16.3444,-6.88248,17.7344,3.24175
0.25,0.2,1.1,9.67433,-4.40212,10.6288,2.40859
0.5,0.2,1.1,6.72616,-3.20189,7.44938,1.96373
1,0.2,1.1,4.84945,-2.38052,5.40223,1.63863
0.05,0.3,1.1,22.3364,-11.0174,24.9058,3.66147
0.1,0.3,1.1,15.1552,-7.7002,16.9992,2.94622
0.25,0.3,1.1,9.27922,-4.8545,10.4723,2.2657
0.5,0.3,1.1,6.57362,-3.47752,7.43678,1.89061
1,0.3,1.1,4.79451,-2.54139,5.42642,1.60552
0.05,0.4,1.1,21.4062,-11.812,24.4489,3.38745
0.1,0.4,1.1,14.7927,-8.24612,16.9358,2.81087
0.25,0.4,1.1,9.23096,-5.16922,10.5798,2.22355
0.5,0.4,1.1,6.59463,-3.67268,7.54836,1.88348
1,0.4,1.1,4.82204,-2.65552,5.50489,1.60835
0.05,0.5,1.1,21.2185,-12.3167,24.5341,3.41992
0.1,0.5,1.1,14.8276,-8.61171,17.147,2.87078
0.25,0.5,1.1,9.35213,-5.39306,10.7957,2.28142
0.5,0.5,1.1,6.69972,-3.81504,7.70978,1.92237
1,0.5,1.1,4.8884,-2.73916,5.60352,1.62969
0.05,0.6,1.1,21.3971,-12.6218,24.8424,3.56911
0.1,0.6,1.1,15.0615,-8.85222,17.4702,2.98398
0.25,0.6,1.1,9.55937,-5.55403,11.0557,2.35238
0.5,0.6,1.1,6.84655,-3.92102,7.88984,1.96661
1,0.6,1.1,4.973,-2.80186,5.70799,1.65403
0.05,0.7,1.1,21.7582,-12.785,25.2364,3.69888
0.1,0.7,1.1,15.3955,-9.00306,17.8347,3.08387
0.25,0.7,1.1,9.80996,-5.66997,11.3307,2.41672
0.5,0.7,1.1,7.01321,-4.00103,8.07424,2.00769
1,0.7,1.1,5.06522,-2.84967,5.8118,1.67725
0.05,0.8,1.1,22.212,-12.8476,25.6599,3.81225
0.1,0.8,1.1,15.7788,-9.08871,18.2092,3.17165
0.25,0.8,1.1,10.0814,-5.75319,11.6075,2.47413
0.5,0.8,1.1,7.18819,-4.06232,8.25666,2.04483
1,0.8,1.1,5.15963,-2.88677,5.91229,1.69854
0.05,0.9,1.1,22.7082,-12.8363,26.0851,3.91203
0.1,0.9,1.1,16.1835,-9.1259,18.5792,3.24928
0.25,0.9,1.1,10.3611,-5.81222,11.88,2.52548
0.5,0.9,1.1,7.36525,-4.10993,8.43436,2.07832
1,0.9,1.1,5.25341,-2.9161,6.00849,1.7179
0.05,1,1.1,23.2224,-12.7723,26.503,4.00064
0.1,1,1.1,16.5943,-9.12685,18.9386,3.3184
0.25,1,1.1,10.642,-5.8531,12.1454,2.57162
0.5,1,1.1,7.54077,-4.14743,8.60607,2.10861
1,1,1.1,5.34503,-2.93976,6.10012,1.73548
0.05,1.1,1.1,23.7292,-12.6646,26.8973,4.08003
0.1,1.1,1.1,16.9974,-9.09787,19.2791,3.37993
0.25,1.1,1.1,10.9187,-5.87968,12.4011,2.61336
0.5,1.1,1.1,7.7128,-4.17748,8.77146,2.1361
1,1.1,1.1,5.43388,-2.95939,6.18749,1.75152
0.05,1.2,1.1,24.2407,-12.5348,27.2898,4.15146
0.1,1.2,1.1,17.3949,-9.04924,19.6079,3.43569
0.25,1.2,1.1,11.1904,-5.89601,12.6486,2.65121
0.5,1.2,1.1,7.88094,-4.20236,8.93135,2.16133
1,1.2,1.1,5.51999,-2.97629,6.27125,1.76629
0.05,1.3,1.1,24.7485,-12.3899,27.6767,4.21758
0.1,1.3,1.1,17.7808,-8.98453,19.9218,3.48624
0.25,1.3,1.1,11.4536,-5.90333,12.8854,2.68578
0.5,1.3,1.1,8.04366,-4.2229,9.08478,2.18457
1,1.3,1.1,5.60275,-2.99099,6.35113,1.7799
0.05,1.4,1.1,25.2489,-12.2349,28.0571,4.27775
0.1,1.4,1.1,18.1532,-8.90728,20.2207,3.53248
0.25,1.4,1.1,11.7065,-5.90268,13.1104,2.71737
0.5,1.4,1.1,8.20019,-4.23971,9.23137,2.20588
1,1.4,1.1,5.68202,-3.00393,6.4272,1.79247
0.05,1.5,1.1,25.7435,-12.0761,28.4352,4.33327
0.1,1.5,1.1,18.5133,-8.82158,20.5076,3.57464
0.25,1.5,1.1,11.9482,-5.89498,13.3233,2.74618
0.5,1.5,1.1,8.34996,-4.25308,9.37073,2.22549
1,1.5,1.1,5.7576,-3.01523,6.49936,1.80408
0.05,1.6,1.1,26.2354,-11.9193,28.816,4.38464
0.1,1.6,1.1,18.8645,-8.73245,20.7876,3.6131
0.25,1.6,1.1,12.1798,-5.88216,13.5258,2.77259
0.5,1.6,1.1,8.49352,-4.2639,9.50372,2.24377
1,1.6,1.1,5.82982,-3.02536,6.56808,1.81491
0.05,1.7,1.1,26.7241,-11.7667,29.1999,4.43372
0.1,1.7,1.1,19.2082,-8.64242,21.0629,3.64934
0.25,1.7,1.1,12.4015,-5.86517,13.7185,2.79724
0.5,1.7,1.1,8.63072,-4.27238,9.6303,2.26066
1,1.7,1.1,5.89869,-3.03439,6.63341,1.82507
0.05,1.8,1.1,27.2079,-11.6184,29.5848,4.47966
0.1,1.8,1.1,19.5445,-8.55284,21.334,3.68327
0.25,1.8,1.1,12.6135,-5.84479,13.9018,2.81968
0.5,1.8,1.1,8.76166,-4.27869,9.75058,2.27644
1,1.8,1.1,5.96427,-3.04233,6.69539,1.83452
0.05,1.9,1.1,27.6863,-11.4754,29.9702,4.52211
0.1,1.9,1.1,19.8741,-8.46506,21.6018,3.71486
0.25,1.9,1.1,12.8164,-5.82196,14.0768,2.84067
0.5,1.9,1.1,8.88646,-4.28311,9.86479,2.29114
1,1.9,1.1,6.0266,-3.04929,6.75412,1.84335
0.05,2,1.1,28.1589,-11.3377,30.3557,4.56287
0.1,2,1.1,20.1977,-8.37981,21.8671,3.74438
0.25,2,1.1,13.011,-5.79739,14.2442,2.86028
0.5,2,1.1,9.00527,-4.28571,9.97307,2.3049
1,2,1.1,6.0858,-3.05523,6.80965,1.85162
0.05,2.1,1.1,28.6257,-11.2055,30.7408,4.60214
0.1,2.1,1.1,20.5157,-8.29766,22.1302,3.77264
0.25,2.1,1.1,13.1984,-5.77196,14.4053,2.87868
0.5,2.1,1.1,9.11889,-4.28702,10.0763,2.31772
1,2.1,1.1,6.14233,-3.06042,6.86254,1.85946
0.05,2.2,1.1,29.0857,-11.0785,31.1241,4.63912
0.1,2.2,1.1,20.8276,-8.21845,22.3904,3.79887
0.25,2.2,1.1,13.3786,-5.74589,14.5603,2.89574
0.5,2.2,1.1,9.22725,-4.28707,10.1745,2.32978
1,2.2,1.1,6.19603,-3.06479,6.91258,1.8668
0.05,2.3,1.1,29.5393,-10.9567,31.5058,4.67424
0.1,2.3,1.1,21.1339,-8.14251,22.6482,3.82464
0.25,2.3,1.1,13.5523,-5.71978,14.7099,2.91181
0.5,2.3,1.1,9.33074,-4.28611,10.2681,2.34115
1,2.3,1.1,6.24713,-3.06847,6.96004,1.87372
0.05,2.4,1.1,29.9871,-10.8401,31.8863,4.70755
0.1,2.4,1.1,21.4353,-8.06996,22.904,3.84851
0.25,2.4,1.1,13.7205,-5.69408,14.8551,2.92726
0.5,2.4,1.1,9.43004,-4.28449,10.3577,2.35195
1,2.4,1.1,6.29607,-3.07164,7.00539,1.88026
0.05,2.5,1.1,30.4269,-10.7279,32.2627,4.73974
0.1,2.5,1.1,21.7302,-8.00018,23.156,3.87164
0.25,2.5,1.1,13.8826,-5.66859,14.9953,2.94159
0.5,2.5,1.1,9.52469,-4.28194,10.4429,2.36202
1,2.5,1.1,6.34253,-3.07412,7.04826,1.88646
0.05,2.6,1.1,30.8607,-10.6203,32.637,4.77078
0.1,2.6,1.1,22.02,-7.93349,23.4055,3.89364
0.25,2.6,1.1,14.0396,-5.64374,15.1315,2.95521
0.5,2.6,1.1,9.61549,-4.27883,10.5245,2.37156
1,2.6,1.1,6.38695,-3.07609,7.08911,1.8923
0.05,2.7,1.1,31.2878,-10.5171,33.0081,4.79938
0.1,2.7,1.1,22.3043,-7.86965,23.6519,3.91466
0.25,2.7,1.1,14.1916,-5.61958,15.2637,2.9682
0.5,2.7,1.1,9.70252,-4.2752,10.6026,2.38068
1,2.7,1.1,6.42938,-3.07758,7.128,1.89794
0.05,2.8,1.1,31.7082,-10.4178,33.3757,4.82879
0.1,2.8,1.1,22.5835,-7.80852,23.8953,3.93444
0.25,2.8,1.1,14.339,-5.59619,15.3924,2.98072
0.5,2.8,1.1,9.78614,-4.27116,10.6776,2.3894
1,2.8,1.1,6.47004,-3.07864,7.16516,1.90318
0.05,2.9,1.1,32.1218,-10.3223,33.7395,4.85546
0.1,2.9,1.1,22.8572,-7.74995,24.1353,3.95392
0.25,2.9,1.1,14.4819,-5.57354,15.5174,2.99256
0.5,2.9,1.1,9.86635,-4.26668,10.7494,2.3976
1,2.9,1.1,6.50886,-3.07923,7.20048,1.90825
0.05,3,1.1,32.5291,-10.2305,34.0999,4.88184
0.1,3,1.1,23.1259,-7.69387,24.3722,3.97278
0.25,3,1.1,14.6206,-5.55176,15.6391,3.00383
0.5,3,1.1,9.94349,-4.26193,10.8184,2.40539
1,3,1.1,6.54612,-3.07949,7.23429,1.91306
0.05,3.1,1.1,32.9302,-10.1422,34.4567,4.9076
0.1,3.1,1.1,23.3895,-7.64011,24.6057,3.99057
0.25,3.1,1.1,14.7551,-5.53074,15.7576,3.0146
0.5,3.1,1.1,10.0176,-4.25686,10.8846,2.41289
1,3.1,1.1,6.5818,-3.07938,7.26655,1.91766
0.05,3.2,1.1,33.3246,-10.057,34.8091,4.93214
0.1,3.2,1.1,23.648,-7.58846,24.8357,4.0073
0.25,3.2,1.1,14.8857,-5.51044,15.8729,3.0251
0.5,3.2,1.1,10.089,-4.25154,10.9482,2.42008
1,3.2,1.1,6.616,-3.07891,7.29734,1.92208
0.05,3.3,1.1,33.714,-9.97508,35.1587,4.95514
0.1,3.3,1.1,23.9023,-7.53907,25.063,4.02434
0.25,3.3,1.1,15.013,-5.49102,15.9856,3.0351
0.5,3.3,1.1,10.1579,-4.24601,11.0096,2.42696
1,3.3,1.1,6.64894,-3.07813,7.32689,1.92627
0.05,3.4,1.1,34.0969,-9.89606,35.5039,4.97783
0.1,3.4,1.1,24.1514,-7.49159,25.2866,4.04014
0.25,3.4,1.1,15.1364,-5.47227,16.0952,3.04472
0.5,3.4,1.1,10.2242,-4.24023,11.0686,2.43347
1,3.4,1.1,6.68055,-3.07704,7.35513,1.93033
